id,name,description,price,category,test_min,test_max
772,Демисезонный перчатки Norfin M CL-0795,"Демисезонный перчатки Norfin, размер M. Комфорт и защита на рыбалке.",18660,Одежда,,
773,Стойка Trabucco A-0796,Рыболовный аксессуар: стойка Trabucco для удобства и эффективной ловли.,6970,Аксессуары,,
774,Щипцы Norfin T-0797,Рыболовный инструмент: щипцы Norfin для монтажа и обслуживания снастей.,11050,Инструменты,,
775,Летняя кресло Trabucco TP-0798,Летняя кресло Trabucco для комфортного отдыха на рыбалке.,11670,Палатки,,
776,Спиннинг Pontoon21 Ultra 390см 3-28г S-0800,"Спиннинг Pontoon21 серии Ultra длиной 390 см, тест 3-28 г. Подходит для активной ловли хищника.",3890,Спиннинги,3.0,28.0
777,Катушка Keitech River 2500 R-0801,Катушка Keitech River размера 2500 с плавным ходом и надёжным фрикционом.,22750,Катушки,,
778,Фидер Rapala Feeder 300 120г F-0802,Фидерное удилище Rapala длиной 300 см с тестом до 120 г для дальнего заброса.,9450,Фидеры,0.0,120.0
779,Карповое удилище Tsurinoya Carp 360 100г C-0803,"Карповое удилище Tsurinoya длиной 360 см, тест до 100 г.",9180,Карповые удилища,0.0,100.0
780,Зимняя удочка Jackall Ice 45см 1-5г I-0804,Зимняя удочка Jackall длиной 45 см для блеснения и ловли на мормышку.,1170,Зимние удочки,1.0,5.0
781,Воблер Mann's 8.0см красный L-0805,"Воблер Mann's длиной 8.0 см, цвет красный. Уловистая приманка для хищной рыбы.",2600,Воблеры,,
782,Силикон Abu Garcia 12.0см синий L-0806,"Силикон Abu Garcia длиной 12.0 см, цвет синий. Уловистая приманка для хищной рыбы.",2120,Приманки,,
783,Блесна Mann's 8.0см красный L-0807,"Блесна Mann's длиной 8.0 см, цвет красный. Уловистая приманка для хищной рыбы.",590,Блесны,,
784,Балансир Kosadaka 11.0см зелёный L-0808,"Балансир Kosadaka длиной 11.0 см, цвет зелёный. Уловистая приманка для хищной рыбы.",1910,Балансиры,,
785,Мормышка Gamakatsu 7.0см синий L-0809,"Мормышка Gamakatsu длиной 7.0 см, цвет синий. Уловистая приманка для хищной рыбы.",740,Мормышки,,
786,Леска/шнур Daiwa 0.28мм 200м N-0810,"Рыболовная леска или шнур Daiwa, диаметр 0.28 мм, длина 200 м.",2440,Лески и шнуры,,
787,Крючки Korda №6 (15 шт) H-0811,"Крючки Korda номер 6, упаковка 15 шт. Острые и прочные.",550,Крючки,,
788,Летний сапоги Preston M CL-0812,"Летний сапоги Preston, размер M. Комфорт и защита на рыбалке.",20840,Одежда,,
789,Карман Trabucco A-0813,Рыболовный аксессуар: карман Trabucco для удобства и эффективной ловли.,32440,Аксессуары,,
790,Ножницы Volzhanka T-0814,Рыболовный инструмент: ножницы Volzhanka для монтажа и обслуживания снастей.,2440,Инструменты,,
791,Зимняя стол Salmo TP-0815,Зимняя стол Salmo для комфортного отдыха на рыбалке.,13490,Палатки,,
792,Спиннинг Jackall Master 330см 10-30г S-0817,"Спиннинг Jackall серии Master длиной 330 см, тест 10-30 г. Подходит для активной ловли хищника.",25750,Спиннинги,10.0,30.0
793,Катушка Salmo Prime 2500 R-0818,Катушка Salmo Prime размера 2500 с плавным ходом и надёжным фрикционом.,6960,Катушки,,
794,Фидер Stinger Feeder 360 180г F-0819,Фидерное удилище Stinger длиной 360 см с тестом до 180 г для дальнего заброса.,7170,Фидеры,0.0,180.0
795,Карповое удилище Favorite Carp 360 120г C-0820,"Карповое удилище Favorite длиной 360 см, тест до 120 г.",12260,Карповые удилища,0.0,120.0
796,Зимняя удочка Ryobi Ice 45см 2-10г I-0821,Зимняя удочка Ryobi длиной 45 см для блеснения и ловли на мормышку.,1860,Зимние удочки,2.0,10.0
797,Воблер Mann's 10.0см натуральный L-0822,"Воблер Mann's длиной 10.0 см, цвет натуральный. Уловистая приманка для хищной рыбы.",2540,Воблеры,,
798,Силикон Kosadaka 12.0см чёрный L-0823,"Силикон Kosadaka длиной 12.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",550,Приманки,,
799,Блесна Owner 9.0см золото L-0824,"Блесна Owner длиной 9.0 см, цвет золото. Уловистая приманка для хищной рыбы.",2240,Блесны,,
800,Балансир Graphiteleader 9.0см натуральный L-0825,"Балансир Graphiteleader длиной 9.0 см, цвет натуральный. Уловистая приманка для хищной рыбы.",1960,Балансиры,,
801,Мормышка Salmo 5.0см зелёный L-0826,"Мормышка Salmo длиной 5.0 см, цвет зелёный. Уловистая приманка для хищной рыбы.",580,Мормышки,,
802,Леска/шнур Jackall 0.21мм 150м N-0827,"Рыболовная леска или шнур Jackall, диаметр 0.21 мм, длина 150 м.",840,Лески и шнуры,,
803,Крючки Kamasan №8 (10 шт) H-0828,"Крючки Kamasan номер 8, упаковка 10 шт. Острые и прочные.",370,Крючки,,
804,Зимний жилет Tsurinoya S CL-0829,"Зимний жилет Tsurinoya, размер S. Комфорт и защита на рыбалке.",17770,Одежда,,
805,Чехол Zemex A-0830,Рыболовный аксессуар: чехол Zemex для удобства и эффективной ловли.,11040,Аксессуары,,
806,Щипцы Maximus T-0831,Рыболовный инструмент: щипцы Maximus для монтажа и обслуживания снастей.,11840,Инструменты,,
807,Всесезонная кресло Browning TP-0832,Всесезонная кресло Browning для комфортного отдыха на рыбалке.,6450,Палатки,,
808,Спиннинг Norfin Elite 270см 10-40г S-0834,"Спиннинг Norfin серии Elite длиной 270 см, тест 10-40 г. Подходит для активной ловли хищника.",11490,Спиннинги,10.0,40.0
809,Катушка Kosadaka Prime 4000 R-0835,Катушка Kosadaka Prime размера 4000 с плавным ходом и надёжным фрикционом.,19280,Катушки,,
810,Фидер Norfin Feeder 420 50г F-0836,Фидерное удилище Norfin длиной 420 см с тестом до 50 г для дальнего заброса.,13200,Фидеры,0.0,50.0
811,Карповое удилище Zemex Carp 360 180г C-0837,"Карповое удилище Zemex длиной 360 см, тест до 180 г.",15560,Карповые удилища,0.0,180.0
812,Зимняя удочка Abu Garcia Ice 45см 1-5г I-0838,Зимняя удочка Abu Garcia длиной 45 см для блеснения и ловли на мормышку.,2000,Зимние удочки,1.0,5.0
813,Воблер Preston 6.5см натуральный L-0839,"Воблер Preston длиной 6.5 см, цвет натуральный. Уловистая приманка для хищной рыбы.",2620,Воблеры,,
814,Силикон Blue Fox 12.0см золото L-0840,"Силикон Blue Fox длиной 12.0 см, цвет золото. Уловистая приманка для хищной рыбы.",400,Приманки,,
815,Блесна Ryobi 11.0см зелёный L-0841,"Блесна Ryobi длиной 11.0 см, цвет зелёный. Уловистая приманка для хищной рыбы.",1520,Блесны,,
816,Балансир Okuma 6.5см натуральный L-0842,"Балансир Okuma длиной 6.5 см, цвет натуральный. Уловистая приманка для хищной рыбы.",1940,Балансиры,,
817,Леска/шнур Owner 0.2мм 100м N-0843,"Рыболовная леска или шнур Owner, диаметр 0.2 мм, длина 100 м.",970,Лески и шнуры,,
818,Крючки Korda №1 (15 шт) H-0844,"Крючки Korda номер 1, упаковка 15 шт. Острые и прочные.",390,Крючки,,
819,Демисезонный брюки Mikado M CL-0845,"Демисезонный брюки Mikado, размер M. Комфорт и защита на рыбалке.",11030,Одежда,,
820,Карман Gamakatsu A-0846,Рыболовный аксессуар: карман Gamakatsu для удобства и эффективной ловли.,22880,Аксессуары,,
821,Летняя спальник Mepps TP-0847,Летняя спальник Mepps для комфортного отдыха на рыбалке.,10240,Палатки,,
822,Спиннинг Lucky John Force 270см 5-15г S-0849,"Спиннинг Lucky John серии Force длиной 270 см, тест 5-15 г. Подходит для активной ловли хищника.",11260,Спиннинги,5.0,15.0
823,Катушка Jackall Light 2000 R-0850,Катушка Jackall Light размера 2000 с плавным ходом и надёжным фрикционом.,4970,Катушки,,
824,Фидер Rapala Feeder 360 120г F-0851,Фидерное удилище Rapala длиной 360 см с тестом до 120 г для дальнего заброса.,17660,Фидеры,0.0,120.0
825,Карповое удилище Blue Fox Carp 360 120г C-0852,"Карповое удилище Blue Fox длиной 360 см, тест до 120 г.",15230,Карповые удилища,0.0,120.0
826,Воблер Gamakatsu 6.5см натуральный L-0853,"Воблер Gamakatsu длиной 6.5 см, цвет натуральный. Уловистая приманка для хищной рыбы.",930,Воблеры,,
827,Силикон Ryobi 11.0см красный L-0854,"Силикон Ryobi длиной 11.0 см, цвет красный. Уловистая приманка для хищной рыбы.",2320,Приманки,,
828,Блесна Owner 10.0см чёрный L-0855,"Блесна Owner длиной 10.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",650,Блесны,,
829,Балансир Mepps 11.0см красный L-0856,"Балансир Mepps длиной 11.0 см, цвет красный. Уловистая приманка для хищной рыбы.",1270,Балансиры,,
830,Леска/шнур Mikado 0.24мм 100м N-0857,"Рыболовная леска или шнур Mikado, диаметр 0.24 мм, длина 100 м.",530,Лески и шнуры,,
831,Крючки Mustad №1/0 (20 шт) H-0858,"Крючки Mustad номер 1/0, упаковка 20 шт. Острые и прочные.",600,Крючки,,
832,Демисезонный брюки Okuma S CL-0859,"Демисезонный брюки Okuma, размер S. Комфорт и защита на рыбалке.",4310,Одежда,,
833,Ящик Pontoon21 A-0860,Рыболовный аксессуар: ящик Pontoon21 для удобства и эффективной ловли.,17580,Аксессуары,,
834,Летняя стол Mann's TP-0861,Летняя стол Mann's для комфортного отдыха на рыбалке.,2540,Палатки,,
835,Спиннинг Mepps Expert 420см 2-22г S-0863,"Спиннинг Mepps серии Expert длиной 420 см, тест 2-22 г. Подходит для активной ловли хищника.",20630,Спиннинги,2.0,22.0
836,Катушка Trabucco Master 3000 R-0864,Катушка Trabucco Master размера 3000 с плавным ходом и надёжным фрикционом.,18320,Катушки,,
837,Фидер Jackall Feeder 420 80г F-0865,Фидерное удилище Jackall длиной 420 см с тестом до 80 г для дальнего заброса.,17020,Фидеры,0.0,80.0
838,Карповое удилище Favorite Carp 360 100г C-0866,"Карповое удилище Favorite длиной 360 см, тест до 100 г.",17410,Карповые удилища,0.0,100.0
839,Воблер Mann's 8.0см серебро L-0867,"Воблер Mann's длиной 8.0 см, цвет серебро. Уловистая приманка для хищной рыбы.",1780,Воблеры,,
840,Силикон Zemex 6.5см серебро L-0868,"Силикон Zemex длиной 6.5 см, цвет серебро. Уловистая приманка для хищной рыбы.",2360,Приманки,,
841,Блесна Mepps 11.0см чёрный L-0869,"Блесна Mepps длиной 11.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",460,Блесны,,
842,Балансир Abu Garcia 5.0см золото L-0870,"Балансир Abu Garcia длиной 5.0 см, цвет золото. Уловистая приманка для хищной рыбы.",1640,Балансиры,,
843,Леска/шнур Okuma 0.22мм 135м N-0871,"Рыболовная леска или шнур Okuma, диаметр 0.22 мм, длина 135 м.",2800,Лески и шнуры,,
844,Крючки Kamasan №8 (15 шт) H-0872,"Крючки Kamasan номер 8, упаковка 15 шт. Острые и прочные.",630,Крючки,,
845,Летний куртка Gamakatsu 2XL CL-0873,"Летний куртка Gamakatsu, размер 2XL. Комфорт и защита на рыбалке.",25020,Одежда,,
846,Поводки Owner A-0874,Рыболовный аксессуар: поводки Owner для удобства и эффективной ловли.,22290,Аксессуары,,
847,Спиннинг Tsurinoya Trophy 300см 5-15г S-0876,"Спиннинг Tsurinoya серии Trophy длиной 300 см, тест 5-15 г. Подходит для активной ловли хищника.",14570,Спиннинги,5.0,15.0
848,Катушка Mustad Sport 3000 R-0877,Катушка Mustad Sport размера 3000 с плавным ходом и надёжным фрикционом.,20930,Катушки,,
849,Фидер Owner Feeder 300 150г F-0878,Фидерное удилище Owner длиной 300 см с тестом до 150 г для дальнего заброса.,7850,Фидеры,0.0,150.0
850,Карповое удилище Browning Carp 330 180г C-0879,"Карповое удилище Browning длиной 330 см, тест до 180 г.",20240,Карповые удилища,0.0,180.0
851,Воблер Maximus 11.0см золото L-0880,"Воблер Maximus длиной 11.0 см, цвет золото. Уловистая приманка для хищной рыбы.",1840,Воблеры,,
852,Силикон Zemex 6.5см чёрный L-0881,"Силикон Zemex длиной 6.5 см, цвет чёрный. Уловистая приманка для хищной рыбы.",2620,Приманки,,
853,Блесна Favorite 6.5см чёрный L-0882,"Блесна Favorite длиной 6.5 см, цвет чёрный. Уловистая приманка для хищной рыбы.",2090,Блесны,,
854,Балансир Gamakatsu 9.0см синий L-0883,"Балансир Gamakatsu длиной 9.0 см, цвет синий. Уловистая приманка для хищной рыбы.",1970,Балансиры,,
855,Леска/шнур Mikado 0.19мм 200м N-0884,"Рыболовная леска или шнур Mikado, диаметр 0.19 мм, длина 200 м.",580,Лески и шнуры,,
856,Крючки Gamakatsu №10 (20 шт) H-0885,"Крючки Gamakatsu номер 10, упаковка 20 шт. Острые и прочные.",320,Крючки,,
857,Летний шапка Okuma L CL-0886,"Летний шапка Okuma, размер L. Комфорт и защита на рыбалке.",6460,Одежда,,
858,Зажим Megabass A-0887,Рыболовный аксессуар: зажим Megabass для удобства и эффективной ловли.,22680,Аксессуары,,
859,Спиннинг Keitech Elite 390см 2-17г S-0889,"Спиннинг Keitech серии Elite длиной 390 см, тест 2-17 г. Подходит для активной ловли хищника.",11640,Спиннинги,2.0,17.0
860,Катушка Owner Light 2500 R-0890,Катушка Owner Light размера 2500 с плавным ходом и надёжным фрикционом.,27070,Катушки,,
861,Фидер Trabucco Feeder 330 150г F-0891,Фидерное удилище Trabucco длиной 330 см с тестом до 150 г для дальнего заброса.,8690,Фидеры,0.0,150.0
862,Карповое удилище Okuma Carp 390 180г C-0892,"Карповое удилище Okuma длиной 390 см, тест до 180 г.",13460,Карповые удилища,0.0,180.0
863,Воблер Trabucco 4.5см серебро L-0893,"Воблер Trabucco длиной 4.5 см, цвет серебро. Уловистая приманка для хищной рыбы.",2500,Воблеры,,
864,Силикон Berkley 9.0см натуральный L-0894,"Силикон Berkley длиной 9.0 см, цвет натуральный. Уловистая приманка для хищной рыбы.",1690,Приманки,,
865,Блесна Zemex 7.0см чёрный L-0895,"Блесна Zemex длиной 7.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",1460,Блесны,,
866,Леска/шнур Norfin 0.17мм 200м N-0896,"Рыболовная леска или шнур Norfin, диаметр 0.17 мм, длина 200 м.",3010,Лески и шнуры,,
867,Крючки Mustad №1/0 (10 шт) H-0897,"Крючки Mustad номер 1/0, упаковка 10 шт. Острые и прочные.",250,Крючки,,
868,Демисезонный шапка Maver L CL-0898,"Демисезонный шапка Maver, размер L. Комфорт и защита на рыбалке.",5290,Одежда,,
869,Поводки Lucky John A-0899,Рыболовный аксессуар: поводки Lucky John для удобства и эффективной ловли.,15930,Аксессуары,,
870,Спиннинг Fox Expert 420см 2-17г S-0901,"Спиннинг Fox серии Expert длиной 420 см, тест 2-17 г. Подходит для активной ловли хищника.",4220,Спиннинги,2.0,17.0
871,Катушка Lucky John River 2500 R-0902,Катушка Lucky John River размера 2500 с плавным ходом и надёжным фрикционом.,25310,Катушки,,
872,Фидер Okuma Feeder 300 50г F-0903,Фидерное удилище Okuma длиной 300 см с тестом до 50 г для дальнего заброса.,3580,Фидеры,0.0,50.0
873,Карповое удилище Maximus Carp 396 150г C-0904,"Карповое удилище Maximus длиной 396 см, тест до 150 г.",20140,Карповые удилища,0.0,150.0
874,Воблер Volzhanka 7.0см зелёный L-0905,"Воблер Volzhanka длиной 7.0 см, цвет зелёный. Уловистая приманка для хищной рыбы.",1450,Воблеры,,
875,Силикон Rapala 4.5см золото L-0906,"Силикон Rapala длиной 4.5 см, цвет золото. Уловистая приманка для хищной рыбы.",2630,Приманки,,
876,Блесна Browning 11.0см золото L-0907,"Блесна Browning длиной 11.0 см, цвет золото. Уловистая приманка для хищной рыбы.",430,Блесны,,
877,Леска/шнур Stinger 0.19мм 135м N-0908,"Рыболовная леска или шнур Stinger, диаметр 0.19 мм, длина 135 м.",470,Лески и шнуры,,
878,Крючки Korda №1/0 (10 шт) H-0909,"Крючки Korda номер 1/0, упаковка 10 шт. Острые и прочные.",630,Крючки,,
879,Зимний костюм Trabucco L CL-0910,"Зимний костюм Trabucco, размер L. Комфорт и защита на рыбалке.",19400,Одежда,,
880,Стойка Lucky John A-0911,Рыболовный аксессуар: стойка Lucky John для удобства и эффективной ловли.,18900,Аксессуары,,
881,Спиннинг Megabass Trophy 240см 15-45г S-0913,"Спиннинг Megabass серии Trophy длиной 240 см, тест 15-45 г. Подходит для активной ловли хищника.",17840,Спиннинги,15.0,45.0
882,Катушка Maver Power 6000 R-0914,Катушка Maver Power размера 6000 с плавным ходом и надёжным фрикционом.,5490,Катушки,,
883,Фидер Mustad Feeder 330 150г F-0915,Фидерное удилище Mustad длиной 330 см с тестом до 150 г для дальнего заброса.,14120,Фидеры,0.0,150.0
884,Карповое удилище Preston Carp 360 100г C-0916,"Карповое удилище Preston длиной 360 см, тест до 100 г.",15550,Карповые удилища,0.0,100.0
885,Воблер Trabucco 12.0см золото L-0917,"Воблер Trabucco длиной 12.0 см, цвет золото. Уловистая приманка для хищной рыбы.",1070,Воблеры,,
886,Силикон Stinger 12.0см натуральный L-0918,"Силикон Stinger длиной 12.0 см, цвет натуральный. Уловистая приманка для хищной рыбы.",1940,Приманки,,
887,Блесна Pontoon21 11.0см зелёный L-0919,"Блесна Pontoon21 длиной 11.0 см, цвет зелёный. Уловистая приманка для хищной рыбы.",640,Блесны,,
888,Леска/шнур Mepps 0.26мм 135м N-0920,"Рыболовная леска или шнур Mepps, диаметр 0.26 мм, длина 135 м.",900,Лески и шнуры,,
889,Зимний брюки Okuma S CL-0921,"Зимний брюки Okuma, размер S. Комфорт и защита на рыбалке.",9340,Одежда,,
890,Сумка Berkley A-0922,Рыболовный аксессуар: сумка Berkley для удобства и эффективной ловли.,29530,Аксессуары,,
891,Спиннинг Maver Force 300см 7-37г S-0924,"Спиннинг Maver серии Force длиной 300 см, тест 7-37 г. Подходит для активной ловли хищника.",2870,Спиннинги,7.0,37.0
892,Катушка Preston Strike 5000 R-0925,Катушка Preston Strike размера 5000 с плавным ходом и надёжным фрикционом.,9540,Катушки,,
893,Фидер Rapala Feeder 300 150г F-0926,Фидерное удилище Rapala длиной 300 см с тестом до 150 г для дальнего заброса.,8530,Фидеры,0.0,150.0
894,Карповое удилище Maximus Carp 396 180г C-0927,"Карповое удилище Maximus длиной 396 см, тест до 180 г.",14690,Карповые удилища,0.0,180.0
895,Воблер Favorite 7.0см зелёный L-0928,"Воблер Favorite длиной 7.0 см, цвет зелёный. Уловистая приманка для хищной рыбы.",2800,Воблеры,,
896,Силикон Browning 6.5см синий L-0929,"Силикон Browning длиной 6.5 см, цвет синий. Уловистая приманка для хищной рыбы.",2240,Приманки,,
897,Блесна Zemex 10.0см золото L-0930,"Блесна Zemex длиной 10.0 см, цвет золото. Уловистая приманка для хищной рыбы.",2760,Блесны,,
898,Леска/шнур Mann's 0.19мм 200м N-0931,"Рыболовная леска или шнур Mann's, диаметр 0.19 мм, длина 200 м.",2520,Лески и шнуры,,
899,Зимний жилет Mikado 3XL CL-0932,"Зимний жилет Mikado, размер 3XL. Комфорт и защита на рыбалке.",25520,Одежда,,
900,Зажим Norfin A-0933,Рыболовный аксессуар: зажим Norfin для удобства и эффективной ловли.,29530,Аксессуары,,
901,Спиннинг Graphiteleader Strike 210см 7-17г S-0935,"Спиннинг Graphiteleader серии Strike длиной 210 см, тест 7-17 г. Подходит для активной ловли хищника.",4520,Спиннинги,7.0,17.0
902,Катушка Tsurinoya Power 4000 R-0936,Катушка Tsurinoya Power размера 4000 с плавным ходом и надёжным фрикционом.,19380,Катушки,,
903,Фидер Zemex Feeder 330 100г F-0937,Фидерное удилище Zemex длиной 330 см с тестом до 100 г для дальнего заброса.,17500,Фидеры,0.0,100.0
904,Карповое удилище Graphiteleader Carp 396 100г C-0938,"Карповое удилище Graphiteleader длиной 396 см, тест до 100 г.",11230,Карповые удилища,0.0,100.0
905,Воблер Ryobi 4.5см серебро L-0939,"Воблер Ryobi длиной 4.5 см, цвет серебро. Уловистая приманка для хищной рыбы.",2100,Воблеры,,
906,Силикон Rapala 10.0см синий L-0940,"Силикон Rapala длиной 10.0 см, цвет синий. Уловистая приманка для хищной рыбы.",2380,Приманки,,
907,Блесна Blue Fox 10.0см серебро L-0941,"Блесна Blue Fox длиной 10.0 см, цвет серебро. Уловистая приманка для хищной рыбы.",520,Блесны,,
908,Леска/шнур Megabass 0.26мм 150м N-0942,"Рыболовная леска или шнур Megabass, диаметр 0.26 мм, длина 150 м.",410,Лески и шнуры,,
909,Зимний брюки Mepps 3XL CL-0943,"Зимний брюки Mepps, размер 3XL. Комфорт и защита на рыбалке.",7930,Одежда,,
910,Подсак Salmo A-0944,Рыболовный аксессуар: подсак Salmo для удобства и эффективной ловли.,28020,Аксессуары,,
911,Спиннинг Keitech Master 420см 1-11г S-0946,"Спиннинг Keitech серии Master длиной 420 см, тест 1-11 г. Подходит для активной ловли хищника.",17970,Спиннинги,1.0,11.0
912,Катушка Abu Garcia Prime 3000 R-0947,Катушка Abu Garcia Prime размера 3000 с плавным ходом и надёжным фрикционом.,7700,Катушки,,
913,Фидер Kosadaka Feeder 390 100г F-0948,Фидерное удилище Kosadaka длиной 390 см с тестом до 100 г для дальнего заброса.,9770,Фидеры,0.0,100.0
914,Карповое удилище Jackall Carp 396 150г C-0949,"Карповое удилище Jackall длиной 396 см, тест до 150 г.",7130,Карповые удилища,0.0,150.0
915,Воблер Kosadaka 8.0см чёрный L-0950,"Воблер Kosadaka длиной 8.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",1010,Воблеры,,
916,Силикон Mepps 11.0см синий L-0951,"Силикон Mepps длиной 11.0 см, цвет синий. Уловистая приманка для хищной рыбы.",1190,Приманки,,
917,Блесна Shimano 3.5см зелёный L-0952,"Блесна Shimano длиной 3.5 см, цвет зелёный. Уловистая приманка для хищной рыбы.",2180,Блесны,,
918,Леска/шнур Pontoon21 0.22мм 135м N-0953,"Рыболовная леска или шнур Pontoon21, диаметр 0.22 мм, длина 135 м.",1330,Лески и шнуры,,
919,Зимний брюки Megabass L CL-0954,"Зимний брюки Megabass, размер L. Комфорт и защита на рыбалке.",6970,Одежда,,
920,Подсак Favorite A-0955,Рыболовный аксессуар: подсак Favorite для удобства и эффективной ловли.,27720,Аксессуары,,
921,Спиннинг Daiwa Light 270см 1-11г S-0957,"Спиннинг Daiwa серии Light длиной 270 см, тест 1-11 г. Подходит для активной ловли хищника.",21960,Спиннинги,1.0,11.0
922,Катушка Abu Garcia Lake 4000 R-0958,Катушка Abu Garcia Lake размера 4000 с плавным ходом и надёжным фрикционом.,23820,Катушки,,
923,Фидер Rapala Feeder 330 30г F-0959,Фидерное удилище Rapala длиной 330 см с тестом до 30 г для дальнего заброса.,10090,Фидеры,0.0,30.0
924,Воблер Jackall 6.5см серебро L-0960,"Воблер Jackall длиной 6.5 см, цвет серебро. Уловистая приманка для хищной рыбы.",1170,Воблеры,,
925,Силикон Rapala 5.0см серебро L-0961,"Силикон Rapala длиной 5.0 см, цвет серебро. Уловистая приманка для хищной рыбы.",1460,Приманки,,
926,Блесна Browning 12.0см зелёный L-0962,"Блесна Browning длиной 12.0 см, цвет зелёный. Уловистая приманка для хищной рыбы.",2640,Блесны,,
927,Леска/шнур Gamakatsu 0.14мм 135м N-0963,"Рыболовная леска или шнур Gamakatsu, диаметр 0.14 мм, длина 135 м.",3020,Лески и шнуры,,
928,Летний куртка Graphiteleader L CL-0964,"Летний куртка Graphiteleader, размер L. Комфорт и защита на рыбалке.",9810,Одежда,,
929,Зажим Rapala A-0965,Рыболовный аксессуар: зажим Rapala для удобства и эффективной ловли.,11730,Аксессуары,,
930,Спиннинг Pontoon21 Trophy 180см 3-28г S-0967,"Спиннинг Pontoon21 серии Trophy длиной 180 см, тест 3-28 г. Подходит для активной ловли хищника.",28250,Спиннинги,3.0,28.0
931,Катушка Graphiteleader Force 5000 R-0968,Катушка Graphiteleader Force размера 5000 с плавным ходом и надёжным фрикционом.,15440,Катушки,,
932,Фидер Blue Fox Feeder 330 80г F-0969,Фидерное удилище Blue Fox длиной 330 см с тестом до 80 г для дальнего заброса.,9670,Фидеры,0.0,80.0
933,Воблер Stinger 11.0см красный L-0970,"Воблер Stinger длиной 11.0 см, цвет красный. Уловистая приманка для хищной рыбы.",1270,Воблеры,,
934,Силикон Browning 7.0см натуральный L-0971,"Силикон Browning длиной 7.0 см, цвет натуральный. Уловистая приманка для хищной рыбы.",870,Приманки,,
935,Блесна Megabass 3.5см серебро L-0972,"Блесна Megabass длиной 3.5 см, цвет серебро. Уловистая приманка для хищной рыбы.",1970,Блесны,,
936,Демисезонный шапка Blue Fox M CL-0973,"Демисезонный шапка Blue Fox, размер M. Комфорт и защита на рыбалке.",13520,Одежда,,
937,Чехол Fox A-0974,Рыболовный аксессуар: чехол Fox для удобства и эффективной ловли.,13580,Аксессуары,,
938,Спиннинг Mustad Master 390см 15-35г S-0976,"Спиннинг Mustad серии Master длиной 390 см, тест 15-35 г. Подходит для активной ловли хищника.",5530,Спиннинги,15.0,35.0
939,Катушка Volzhanka Expert 2500 R-0977,Катушка Volzhanka Expert размера 2500 с плавным ходом и надёжным фрикционом.,14160,Катушки,,
940,Фидер Abu Garcia Feeder 300 60г F-0978,Фидерное удилище Abu Garcia длиной 300 см с тестом до 60 г для дальнего заброса.,16680,Фидеры,0.0,60.0
941,Воблер Mikado 10.0см синий L-0979,"Воблер Mikado длиной 10.0 см, цвет синий. Уловистая приманка для хищной рыбы.",1640,Воблеры,,
942,Силикон Owner 3.5см синий L-0980,"Силикон Owner длиной 3.5 см, цвет синий. Уловистая приманка для хищной рыбы.",1060,Приманки,,
943,Блесна Favorite 10.0см синий L-0981,"Блесна Favorite длиной 10.0 см, цвет синий. Уловистая приманка для хищной рыбы.",2760,Блесны,,
944,Зимний перчатки Mikado 2XL CL-0982,"Зимний перчатки Mikado, размер 2XL. Комфорт и защита на рыбалке.",11330,Одежда,,
945,Сигнализатор Trabucco A-0983,Рыболовный аксессуар: сигнализатор Trabucco для удобства и эффективной ловли.,30810,Аксессуары,,
946,Спиннинг Keitech Prime 300см 3-33г S-0985,"Спиннинг Keitech серии Prime длиной 300 см, тест 3-33 г. Подходит для активной ловли хищника.",31430,Спиннинги,3.0,33.0
947,Катушка Ryobi Lake 1000 R-0986,Катушка Ryobi Lake размера 1000 с плавным ходом и надёжным фрикционом.,25470,Катушки,,
948,Воблер Okuma 8.0см синий L-0987,"Воблер Okuma длиной 8.0 см, цвет синий. Уловистая приманка для хищной рыбы.",1800,Воблеры,,
949,Силикон Gamakatsu 9.0см чёрный L-0988,"Силикон Gamakatsu длиной 9.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",2580,Приманки,,
950,Блесна Browning 5.0см чёрный L-0989,"Блесна Browning длиной 5.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",1350,Блесны,,
951,Зимний брюки Blue Fox M CL-0990,"Зимний брюки Blue Fox, размер M. Комфорт и защита на рыбалке.",11600,Одежда,,
952,Сигнализатор Browning A-0991,Рыболовный аксессуар: сигнализатор Browning для удобства и эффективной ловли.,37590,Аксессуары,,
953,Спиннинг Fox Trophy 420см 10-30г S-0993,"Спиннинг Fox серии Trophy длиной 420 см, тест 10-30 г. Подходит для активной ловли хищника.",10930,Спиннинги,10.0,30.0
954,Катушка Ryobi Trophy 3000 R-0994,Катушка Ryobi Trophy размера 3000 с плавным ходом и надёжным фрикционом.,7310,Катушки,,
955,Воблер Keitech 5.0см синий L-0995,"Воблер Keitech длиной 5.0 см, цвет синий. Уловистая приманка для хищной рыбы.",2520,Воблеры,,
956,Силикон Ryobi 5.0см серебро L-0996,"Силикон Ryobi длиной 5.0 см, цвет серебро. Уловистая приманка для хищной рыбы.",520,Приманки,,
